,year,month,day,weight,flag,station,co2
1949,1996,9,21,7,0,MLO,359.0
1950,1996,9,28,6,0,MLO,359.0
1951,1996,10,5,7,0,MLO,359.4
1952,1996,10,12,5,0,MLO,359.5
1953,1996,10,19,4,0,MLO,359.8
1954,1996,10,26,6,0,MLO,359.8
1955,1996,11,2,4,0,MLO,359.9
1956,1996,11,9,7,0,MLO,360.5
1957,1996,11,16,5,0,MLO,360.7
1958,1996,11,23,7,0,MLO,361.2
1959,1996,11,30,4,0,MLO,361.4
1960,1996,12,7,6,0,MLO,361.9
1961,1996,12,14,5,0,MLO,362.6
1962,1996,12,21,7,0,MLO,362.4
1963,1996,12,28,7,0,MLO,362.6
1964,1997,1,4,7,0,MLO,362.9
1965,1997,1,11,7,0,MLO,363.0
1966,1997,1,18,5,0,MLO,363.1
1967,1997,1,25,7,0,MLO,363.5
1968,1997,2,1,7,0,MLO,363.2
1969,1997,2,8,6,0,MLO,364.1
1970,1997,2,15,6,0,MLO,364.0
1971,1997,2,22,5,0,MLO,364.2
1972,1997,3,1,4,0,MLO,364.5
1973,1997,3,8,4,0,MLO,364.1
1974,1997,3,15,7,0,MLO,364.1
1975,1997,3,22,6,0,MLO,364.7
1976,1997,3,29,7,0,MLO,365.4
1977,1997,4,5,7,0,MLO,365.8
1978,1997,4,12,6,0,MLO,366.2
1979,1997,4,19,3,0,MLO,366.6
1980,1997,4,26,6,0,MLO,366.7
1981,1997,5,3,7,0,MLO,366.7
1982,1997,5,10,7,0,MLO,366.8
1983,1997,5,17,7,0,MLO,367.0
1984,1997,5,24,6,0,MLO,366.6
1985,1997,5,31,6,0,MLO,366.3
1986,1997,6,7,7,0,MLO,365.7
1987,1997,6,14,5,0,MLO,365.6
1988,1997,6,21,7,0,MLO,365.5
1989,1997,6,28,6,0,MLO,365.1
1990,1997,7,5,7,0,MLO,365.0
1991,1997,7,12,7,0,MLO,364.6
1992,1997,7,19,6,0,MLO,364.1
1993,1997,7,26,7,0,MLO,363.8
1994,1997,8,2,5,0,MLO,363.3
1995,1997,8,9,4,0,MLO,363.3
1996,1997,8,16,4,0,MLO,362.6
1997,1997,8,23,7,0,MLO,361.5
1998,1997,8,30,6,0,MLO,361.6
1999,1997,9,6,7,0,MLO,360.6
2000,1997,9,13,7,0,MLO,360.2
2001,1997,9,20,7,0,MLO,360.0
2002,1997,9,27,7,0,MLO,359.8
2003,1997,10,4,7,0,MLO,360.5
2004,1997,10,11,7,0,MLO,360.4
2005,1997,10,18,7,0,MLO,361.0
2006,1997,10,25,6,0,MLO,361.1
2007,1997,11,1,7,0,MLO,361.7
2008,1997,11,8,7,0,MLO,362.1
2009,1997,11,15,7,0,MLO,362.0
2010,1997,11,22,6,0,MLO,362.6
2011,1997,11,29,7,0,MLO,363.5
2012,1997,12,6,7,0,MLO,363.9
2013,1997,12,13,6,0,MLO,363.9
2014,1997,12,20,7,0,MLO,364.2
2015,1997,12,27,7,0,MLO,365.0
2016,1998,1,3,6,0,MLO,365.2
2017,1998,1,10,7,0,MLO,365.3
2018,1998,1,17,7,0,MLO,365.3
2019,1998,1,24,7,0,MLO,365.3
2020,1998,1,31,7,0,MLO,365.6
2021,1998,2,7,7,0,MLO,366.0
2022,1998,2,14,7,0,MLO,365.5
2023,1998,2,21,3,0,MLO,366.0
2024,1998,2,28,5,0,MLO,367.3
2025,1998,3,7,7,0,MLO,367.0
2026,1998,3,14,7,0,MLO,366.6
2027,1998,3,21,7,0,MLO,367.4
2028,1998,3,28,7,0,MLO,368.5
2029,1998,4,4,7,0,MLO,368.6
2030,1998,4,11,6,0,MLO,368.6
2031,1998,4,18,7,0,MLO,368.0
2032,1998,4,25,7,0,MLO,368.9
2033,1998,5,2,6,0,MLO,369.1
2034,1998,5,9,4,0,MLO,368.8
2035,1998,5,16,6,0,MLO,368.5
2036,1998,5,23,7,0,MLO,369.6
2037,1998,5,30,7,0,MLO,369.7
2038,1998,6,6,6,0,MLO,369.4
2039,1998,6,13,7,0,MLO,368.8
2040,1998,6,20,6,0,MLO,368.5
2041,1998,6,27,6,0,MLO,368.3
2042,1998,7,4,6,0,MLO,368.0
2043,1998,7,11,7,0,MLO,367.5
2044,1998,7,18,5,0,MLO,367.6
2045,1998,7,25,7,0,MLO,367.3
2046,1998,8,1,7,0,MLO,366.8
2047,1998,8,8,6,0,MLO,366.4
2048,1998,8,15,6,0,MLO,365.6
2049,1998,8,22,3,0,MLO,365.6
2050,1998,8,29,4,0,MLO,364.2
2051,1998,9,5,7,0,MLO,364.7
2052,1998,9,12,7,0,MLO,363.9
2053,1998,9,19,7,0,MLO,363.5
2054,1998,9,26,7,0,MLO,363.6
2055,1998,10,3,7,0,MLO,364.0
2056,1998,10,10,7,0,MLO,364.1
2057,1998,10,17,7,0,MLO,364.4
2058,1998,10,24,7,0,MLO,364.4
2059,1998,10,31,6,0,MLO,364.7
2060,1998,11,7,7,0,MLO,365.0
2061,1998,11,14,7,0,MLO,365.4
2062,1998,11,21,7,0,MLO,365.8
2063,1998,11,28,7,0,MLO,366.0
2064,1998,12,5,7,0,MLO,366.4
2065,1998,12,12,6,0,MLO,366.7
2066,1998,12,19,7,0,MLO,367.3
2067,1998,12,26,7,0,MLO,367.3
2068,1999,1,2,7,0,MLO,367.5
2069,1999,1,9,7,0,MLO,367.8
2070,1999,1,16,7,0,MLO,367.8
2071,1999,1,23,7,0,MLO,368.3
2072,1999,1,30,7,0,MLO,369.2
2073,1999,2,6,7,0,MLO,369.1
2074,1999,2,13,7,0,MLO,368.8
2075,1999,2,20,7,0,MLO,369.0
2076,1999,2,27,7,0,MLO,368.5
2077,1999,3,6,7,0,MLO,368.1
2078,1999,3,13,7,0,MLO,369.5
2079,1999,3,20,7,0,MLO,370.2
2080,1999,3,27,7,0,MLO,370.6
2081,1999,4,3,7,0,MLO,371.1
2082,1999,4,10,7,0,MLO,371.5
2083,1999,4,17,7,0,MLO,371.0
2084,1999,4,24,6,0,MLO,370.3
2085,1999,5,1,6,0,MLO,370.8
2086,1999,5,8,7,0,MLO,371.3
2087,1999,5,15,6,0,MLO,371.0
2088,1999,5,22,4,0,MLO,370.8
2089,1999,5,29,6,0,MLO,370.3
2090,1999,6,5,6,0,MLO,370.9
2091,1999,6,12,7,0,MLO,370.3
2092,1999,6,19,7,0,MLO,369.9
2093,1999,6,26,7,0,MLO,369.9
2094,1999,7,3,5,0,MLO,369.4
2095,1999,7,10,7,0,MLO,370.1
2096,1999,7,17,7,0,MLO,369.5
2097,1999,7,24,6,0,MLO,368.6
2098,1999,7,31,6,0,MLO,367.4
2099,1999,8,7,7,0,MLO,367.6
2100,1999,8,14,6,0,MLO,366.7
2101,1999,8,21,7,0,MLO,366.4
2102,1999,8,28,7,0,MLO,366.1
2103,1999,9,4,7,0,MLO,364.1
2104,1999,9,11,7,0,MLO,364.7
2105,1999,9,18,6,0,MLO,365.2
2106,1999,9,25,7,0,MLO,364.7
2107,1999,10,2,7,0,MLO,364.5
2108,1999,10,9,6,0,MLO,365.0
2109,1999,10,16,7,0,MLO,364.9
2110,1999,10,23,7,0,MLO,365.6
2111,1999,10,30,7,0,MLO,365.7
2112,1999,11,6,7,0,MLO,366.2
2113,1999,11,13,7,0,MLO,366.7
2114,1999,11,20,5,0,MLO,366.6
2115,1999,11,27,7,0,MLO,367.1
2116,1999,12,4,7,0,MLO,367.4
2117,1999,12,11,7,0,MLO,368.0
2118,1999,12,18,7,0,MLO,368.0
2119,1999,12,25,7,0,MLO,368.2
2120,2000,1,1,7,0,MLO,368.6
2121,2000,1,8,7,0,MLO,368.5
2122,2000,1,15,6,0,MLO,369.0
2123,2000,1,22,5,0,MLO,369.8
2124,2000,1,29,6,0,MLO,369.2
2125,2000,2,5,5,0,MLO,369.1
2126,2000,2,12,7,0,MLO,369.6
2127,2000,2,19,7,0,MLO,369.3
2128,2000,2,26,7,0,MLO,369.5
2129,2000,3,4,6,0,MLO,370.0
2130,2000,3,11,7,0,MLO,370.0
2131,2000,3,18,7,0,MLO,370.9
2132,2000,3,25,7,0,MLO,370.7
2133,2000,4,1,7,0,MLO,370.9
2134,2000,4,8,6,0,MLO,371.7
2135,2000,4,15,6,0,MLO,371.8
2136,2000,4,22,7,0,MLO,372.0
2137,2000,4,29,7,0,MLO,371.3
2138,2000,5,6,7,0,MLO,371.2
2139,2000,5,13,7,0,MLO,371.7
2140,2000,5,20,7,0,MLO,371.9
2141,2000,5,27,7,0,MLO,371.8
2142,2000,6,3,6,0,MLO,371.9
2143,2000,6,10,7,0,MLO,371.6
2144,2000,6,17,7,0,MLO,371.7
2145,2000,6,24,4,0,MLO,371.3
2146,2000,7,1,7,0,MLO,370.8
2147,2000,7,8,6,0,MLO,370.0
2148,2000,7,15,7,0,MLO,370.2
2149,2000,7,22,7,0,MLO,369.7
2150,2000,7,29,6,0,MLO,369.0
2151,2000,8,5,6,0,MLO,368.7
2152,2000,8,12,7,0,MLO,368.3
2153,2000,8,19,5,0,MLO,367.7
2154,2000,8,26,6,0,MLO,367.1
2155,2000,9,2,7,0,MLO,367.2
2156,2000,9,9,4,0,MLO,366.7
2157,2000,9,16,4,0,MLO,366.2
2158,2000,9,23,7,0,MLO,366.2
2159,2000,9,30,7,0,MLO,366.4
2160,2000,10,7,7,0,MLO,366.3
2161,2000,10,14,7,0,MLO,366.6
2162,2000,10,21,7,0,MLO,366.7
2163,2000,10,28,7,0,MLO,367.3
2164,2000,11,4,6,0,MLO,367.6
2165,2000,11,11,7,0,MLO,368.0
2166,2000,11,18,7,0,MLO,368.6
2167,2000,11,25,7,0,MLO,368.3
2168,2000,12,2,5,0,MLO,369.0
2169,2000,12,9,6,0,MLO,369.6
2170,2000,12,16,6,0,MLO,369.3
2171,2000,12,23,7,0,MLO,369.5
2172,2000,12,30,7,0,MLO,369.8
2173,2001,1,6,6,0,MLO,369.8
2174,2001,1,13,4,0,MLO,370.2
2175,2001,1,20,7,0,MLO,369.9
2176,2001,1,27,7,0,MLO,370.8
2177,2001,2,3,6,0,MLO,371.3
2178,2001,2,10,7,0,MLO,371.1
2179,2001,2,17,7,0,MLO,371.7
2180,2001,2,24,7,0,MLO,371.2
2181,2001,3,3,6,0,MLO,372.2
2182,2001,3,10,7,0,MLO,372.2
2183,2001,3,17,6,0,MLO,372.1
2184,2001,3,24,6,0,MLO,371.8
2185,2001,3,31,6,0,MLO,372.0
2186,2001,4,7,7,0,MLO,372.7
2187,2001,4,14,7,0,MLO,372.7
2188,2001,4,21,7,0,MLO,373.0
2189,2001,4,28,7,0,MLO,372.7
2190,2001,5,5,5,0,MLO,373.7
2191,2001,5,12,7,0,MLO,373.9
2192,2001,5,19,5,0,MLO,373.7
2193,2001,5,26,7,0,MLO,373.9
2194,2001,6,2,6,0,MLO,373.8
2195,2001,6,9,7,0,MLO,373.1
2196,2001,6,16,7,0,MLO,372.8
2197,2001,6,23,7,0,MLO,372.9
2198,2001,6,30,6,0,MLO,372.7
2199,2001,7,7,4,0,MLO,372.1
2200,2001,7,14,7,0,MLO,371.3
2201,2001,7,21,4,0,MLO,371.2
2202,2001,7,28,6,0,MLO,370.6
2203,2001,8,4,6,0,MLO,369.9
2204,2001,8,11,7,0,MLO,369.5
2205,2001,8,18,6,0,MLO,369.3
2206,2001,8,25,7,0,MLO,369.0
2207,2001,9,1,6,0,MLO,368.4
2208,2001,9,8,7,0,MLO,368.2
2209,2001,9,15,7,0,MLO,368.0
2210,2001,9,22,7,0,MLO,367.4
2211,2001,9,29,7,0,MLO,367.4
2212,2001,10,6,7,0,MLO,367.8
2213,2001,10,13,7,0,MLO,367.6
2214,2001,10,20,7,0,MLO,368.1
2215,2001,10,27,6,0,MLO,368.7
2216,2001,11,3,7,0,MLO,368.7
2217,2001,11,10,3,0,MLO,368.8
2218,2001,11,17,7,0,MLO,369.7
2219,2001,11,24,7,0,MLO,370.3
2220,2001,12,1,7,0,MLO,370.3
2221,2001,12,8,7,0,MLO,370.8
2222,2001,12,15,7,0,MLO,371.2
2223,2001,12,22,6,0,MLO,371.3
2224,2001,12,29,6,0,MLO,371.5
